-0.632,-1.2,-0.5,-0.465,-1,-4.82,-5.81,-0.424,-1.27,-0.992
-0.723,-1.07,-0.879,-0.258,-0.804,-4.71,-6.82,-0.142,-1.11,-0.745
-0.667,-1.3,-1.1,-0.16,-0.839,-4.23,-5.32,-0.555,-1.21,-1.1
-0.566,-0.988,-0.264,0.117,-0.743,-3.72,-5.69,-0.0299,-1.66,-0.396
-0.596,-0.925,-0.02,-0.0809,-0.633,-4.25,-4.78,-0.398,-0.948,-0.339
-0.918,-1.13,0.398,-0.45,-0.727,-4.38,-6.01,-0.0509,0.572,-0.479
-0.517,-1.21,0.132,0.0385,-0.634,-3.93,-5.48,0.0104,-0.243,-0.132
-0.937,-1.12,-0.644,-0.429,-1.25,-4.6,-6.02,-0.1,-0.805,-0.796
-0.39,-0.922,-0.802,0.314,-0.759,-3.64,-4.78,0.153,-0.0322,-0.393
-1.12,-1.16,-1.5,-0.269,-0.974,-5.63,-6.87,0.339,-0.552,-1.13
-0.548,-1.08,0.11,0.104,-0.799,-3.8,-4.98,0.248,-0.718,-1.32
-0.641,-0.932,-0.183,-0.0867,-0.741,-4.49,-5,-0.0789,-0.762,-0.613
-0.744,-0.969,-0.557,-0.175,-0.952,-4.72,-5.84,-0.0483,-1.06,-1.55
-0.765,-1.1,-0.515,-0.167,-0.698,-4.43,-5.72,0.0636,-0.662,-0.822
-0.681,-0.848,-0.034,-0.191,-0.643,-3.86,-5.4,0.136,-1.37,-0.191
-1.04,-1.28,-0.712,-0.389,-1.01,-4.5,-4.99,-0.133,-0.43,-1.62
-0.787,-1.12,-0.188,0.0635,-1.02,-4.28,-5.84,-0.239,-0.0417,-0.278
-0.818,-1.14,0.0898,0.155,-0.994,-4.29,-4.87,-0.324,-0.853,-0.792
-0.775,-0.751,-0.425,-0.00968,-0.814,-4.75,-4.53,0.125,-0.956,-0.691
-0.964,-0.9,-0.0694,-0.579,-0.612,-4.05,-5.95,-0.506,-0.341,-2.1
-0.885,-1.01,-0.16,0.215,-0.702,-4.26,-6.7,0.341,-1.12,-0.982
-0.794,-0.958,0.183,-0.14,-0.769,-4.88,-5.7,0.167,-0.599,-0.56
-0.716,-1.23,-0.316,0.129,-1.11,-5.53,-5.96,-0.47,-0.172,-0.628
-0.651,-0.857,-0.586,-0.0573,-0.627,-3.33,-4.97,0.56,-0.469,-1.03
-0.847,-1.1,-0.652,-0.00896,-0.653,-4.42,-5.78,-0.585,-0.638,0.0485
-1.05,-1.63,-1.16,0.0832,-1.11,-4.59,-5.58,-0.362,-0.733,-0.942
-0.778,-1.01,-1.06,-0.326,-1.02,-4.61,-6.01,-0.556,-0.89,-0.899
-0.989,-1.05,-0.316,0.0772,-0.907,-5.26,-5.94,0.708,-0.62,-0.469
-1.3725,-1.873,-0.86744,-0.11237,-1.5027,-7.6615,-9.9605,-0.28525,-1.2655,-1.4081
-1.1093,-1.5735,-0.58618,-0.0083967,-1.2497,-6.3392,-8.1954,-0.067941,-0.89909,-1.0676
-0.88982,-1.2089,-0.60702,-0.052155,-0.96795,-4.9185,-6.4321,-0.14042,-0.85379,-0.95538
-1.1251,-1.5285,-0.72558,-0.08335,-1.2294,-6.2666,-8.1791,-0.21411,-1.0573,-1.1742
-1.0562,-1.4608,-0.63768,-0.066739,-1.1614,-5.9956,-7.8322,-0.20893,-1.0003,-1.1303
-1.1184,-1.5929,-0.61905,0.0018757,-1.2689,-6.4671,-8.3104,-0.047674,-0.93162,-1.0424
-1.1062,-1.5132,-0.73921,-0.076637,-1.2076,-6.1882,-8.0837,-0.20312,-1.0602,-1.1736
-1.2703,-1.7478,-0.73595,-0.092208,-1.3896,-7.1487,-9.3457,-0.25256,-1.1692,-1.3496
-0.75051,-1.0678,-0.40608,0.0086315,-0.8463,-4.3387,-5.6049,-0.027628,-0.6483,-0.70157
-0.81298,-1.1082,-0.56171,-0.040676,-0.89406,-4.5283,-5.9157,-0.13448,-0.78475,-0.86513
-0.64166,-0.91925,-0.32217,0.010611,-0.73127,-3.7174,-4.8081,-0.03229,-0.54307,-0.6091
-1.1915,-1.6901,-0.62995,0.00040258,-1.3396,-6.8045,-8.7608,-0.077457,-0.97147,-1.1275
-0.95914,-1.3705,-0.46805,-0.004038,-1.0807,-5.5284,-7.1921,-0.071567,-0.77918,-0.90786
-0.97255,-1.3332,-0.64704,-0.068462,-1.0718,-5.4536,-7.1373,-0.18084,-0.93425,-1.032
-1.5354,-2.1587,-0.82053,-0.018366,-1.7084,-8.7103,-11.2,-0.1106,-1.2408,-1.4346
-1.2474,-1.7034,-0.78095,-0.096798,-1.3634,-6.9451,-9.0723,-0.25981,-1.1534,-1.3013
-1.2893,-1.7611,-0.81038,-0.11335,-1.4106,-7.2257,-9.413,-0.25636,-1.1999,-1.3371
-1.3015,-1.774,-0.84701,-0.098071,-1.4206,-7.259,-9.4295,-0.2584,-1.215,-1.3408
-0.99759,-1.3597,-0.65915,-0.066226,-1.0925,-5.565,-7.2698,-0.18163,-0.94762,-1.0513
-1.1228,-1.5354,-0.74029,-0.080494,-1.2366,-6.2853,-8.18,-0.21144,-1.0506,-1.1679
-0.8495,-1.2091,-0.44556,3.15E-05,-0.95867,-4.8936,-6.3221,-0.04165,-0.70591,-0.80869
-1.2479,-1.7607,-0.71693,-0.012622,-1.4009,-7.144,-9.2133,-0.069336,-1.0481,-1.207
-0.77888,-1.1107,-0.4119,0.0080611,-0.87823,-4.4741,-5.8251,-0.044396,-0.64225,-0.75753
-0.52784,-0.74463,-0.29803,-0.021923,-0.58617,-3.0422,-4.0408,-0.10466,-0.52592,-0.60746
-1.4868,-2.0385,-0.89262,-0.12297,-1.6207,-8.3611,-10.868,-0.3173,-1.3508,-1.5298
-1.1438,-1.5759,-0.69461,-0.078868,-1.2511,-6.4606,-8.4235,-0.21779,-1.0684,-1.2113
-1.0388,-1.4202,-0.69791,-0.07231,-1.1389,-5.8103,-7.5783,-0.18974,-1.009,-1.0984
-0.9468,-1.3453,-0.50022,3.80E-05,-1.0666,-5.4313,-7.0117,-0.041328,-0.789,-0.87227
-1.4391,-2.0343,-0.79674,-0.014634,-1.6145,-8.2204,-10.572,-0.093813,-1.1798,-1.37
-0.8512,-1.1667,-0.56814,-0.051232,-0.93354,-4.7559,-6.2289,-0.14894,-0.81804,-0.90719
-1.2263,-1.739,-0.65914,-0.013272,-1.3848,-7.0265,-9.0359,-0.070458,-1.0194,-1.1393
-1.517,-2.1492,-0.83079,-0.020563,-1.7028,-8.6637,-11.13,-0.10376,-1.2573,-1.4039
-1.2217,-1.7361,-0.68432,-0.0069829,-1.3762,-7.0169,-9.0563,-0.064252,-1.0229,-1.1739
-0.96927,-1.3193,-0.65276,-0.060877,-1.0604,-5.4076,-7.0447,-0.17132,-0.91865,-1.0074
-0.8601,-1.2268,-0.45001,0.0056036,-0.97126,-4.9569,-6.4275,-0.024147,-0.67667,-0.81272
-1.0891,-1.4835,-0.7078,-0.078963,-1.1888,-6.0608,-7.9242,-0.21165,-1.0396,-1.1493
-1.1606,-1.6475,-0.62897,-0.014635,-1.3079,-6.6539,-8.5811,-0.076245,-0.96232,-1.1398
-1.3333,-1.8857,-0.74821,-0.014399,-1.494,-7.5989,-9.8039,-0.094286,-1.0988,-1.2917
-1.2855,-1.7524,-0.81188,-0.10547,-1.4034,-7.1724,-9.3448,-0.25706,-1.1993,-1.336
-1.2831,-1.8294,-0.67926,-0.013073,-1.44,-7.3945,-9.5097,-0.074074,-1.0505,-1.1745
-1.1617,-1.6475,-0.64615,-0.0067194,-1.3086,-6.6599,-8.5962,-0.062626,-0.97507,-1.1014
-1.0282,-1.4074,-0.66038,-0.070805,-1.1266,-5.7429,-7.5152,-0.19559,-0.96635,-1.0855
-0.90976,-1.2938,-0.45283,0.00050352,-1.0255,-5.2147,-6.7268,-0.04775,-0.73331,-0.85754
-0.79817,-1.1398,-0.41288,0.0050977,-0.9014,-4.5942,-5.9569,-0.038494,-0.65016,-0.75318
-1.3228,-1.8683,-0.69826,-0.019608,-1.4875,-7.5785,-9.7415,-0.089889,-1.0995,-1.2004
-1.0602,-1.4983,-0.56703,-0.0024544,-1.1932,-6.0675,-7.8173,-0.052176,-0.86127,-1.0055
-0.56819,-0.80767,-0.33243,0.015475,-0.6472,-3.3074,-4.2701,-0.008199,-0.48089,-0.58479
-1.0634,-1.4469,-0.69689,-0.073618,-1.1596,-5.9163,-7.7139,-0.19536,-1.0034,-1.1135
-1.3143,-1.871,-0.66812,-0.012804,-1.4828,-7.4932,-9.6534,-0.09781,-1.0545,-1.2638
-0.89363,-1.2755,-0.48186,0.0075212,-1.0138,-5.169,-6.6702,-0.032582,-0.72274,-0.8556
-1.331,-1.8748,-0.69403,-0.0063307,-1.4955,-7.5547,-9.7428,-0.095627,-1.0671,-1.2751
-0.79461,-1.0877,-0.51728,-0.047243,-0.868,-4.4359,-5.8243,-0.13795,-0.75515,-0.84843
-1.362,-1.8607,-0.86785,-0.11603,-1.4922,-7.6137,-9.9231,-0.27581,-1.2678,-1.4117
-0.86047,-1.2267,-0.44003,0.0020452,-0.97252,-4.9221,-6.395,-0.04259,-0.69149,-0.82023
-0.8669,-1.1739,-0.60484,-0.047917,-0.94418,-4.804,-6.2569,-0.13429,-0.83149,-0.911
-0.98805,-1.399,-0.55856,-0.0022641,-1.1118,-5.6942,-7.3238,-0.033062,-0.85151,-0.92432
-0.86693,-1.2028,-0.52296,-0.047583,-0.95499,-4.8822,-6.488,-0.15926,-0.84192,-0.99391
-0.93439,-1.3341,-0.46619,-0.0026187,-1.0525,-5.3699,-6.9683,-0.062552,-0.75894,-0.89823
-0.97509,-1.3942,-0.51551,0.0035827,-1.1002,-5.6028,-7.2848,-0.055991,-0.78686,-0.92812
-1.4846,-2.1085,-0.81403,-0.02141,-1.6589,-8.5227,-10.979,-0.10772,-1.2163,-1.4097
-1.0547,-1.4982,-0.57464,-0.0037549,-1.1913,-6.0845,-7.8223,-0.051059,-0.87617,-0.9951
-0.98876,-1.409,-0.53709,0.0041721,-1.1239,-5.728,-7.3387,-0.042601,-0.81722,-0.95756
-1.3207,-1.8008,-0.85154,-0.11533,-1.442,-7.3821,-9.5874,-0.25768,-1.2273,-1.3625
-0.68567,-0.98313,-0.33952,0.0088588,-0.78865,-4.0326,-5.1581,-0.0172,-0.59999,-0.59294
-1.0206,-1.4014,-0.66251,-0.065087,-1.1209,-5.7366,-7.4809,-0.19521,-0.95832,-1.0717
-1.2253,-1.6636,-0.79872,-0.090669,-1.3347,-6.8126,-8.8676,-0.23903,-1.1476,-1.267
-1.0999,-1.5053,-0.72051,-0.078444,-1.2085,-6.1592,-8.0158,-0.20619,-1.0354,-1.1517
-1.2032,-1.705,-0.64146,-0.005166,-1.3463,-6.8779,-8.8842,-0.076222,-0.99875,-1.1122
-1.2503,-1.7075,-0.79128,-0.1023,-1.366,-7.0073,-9.1102,-0.24937,-1.1595,-1.2876
-1.0467,-1.436,-0.64195,-0.067476,-1.1404,-5.8949,-7.7354,-0.19759,-0.99674,-1.1168
-1.3579,-1.8383,-0.86558,-0.10811,-1.4801,-7.5676,-9.8343,-0.28101,-1.244,-1.374
-0.88,-0.954,-0.776,0.0255,-1.01,-3.84,-4.88,-0.0543,-0.718,-0.855
-0.642,-0.65,-0.245,-0.0122,-0.481,-3.81,-5.03,0.373,-0.23,-0.0909
-0.936,-1.31,-0.154,0.529,-0.939,-4,-5.1,-0.591,-0.286,-1.77
-0.748,-1.32,0.201,0.202,-0.797,-3.89,-5.32,-0.0353,-0.708,-0.466
-0.702,-1.24,-0.325,0.082,-0.886,-4.02,-5.74,-0.31,-1.33,-1.44
-0.778,-0.984,-0.855,0.232,-0.604,-4.04,-6.02,0.456,-0.784,-1.05
-0.462,-0.867,-0.686,-0.159,-0.579,-3.65,-5.02,0.0366,-0.733,0.0304
-1.2,-1.06,-0.682,0.253,-1.15,-4.77,-5.47,0.143,-0.0742,-0.695
-0.825,-1.18,-0.188,0.202,-0.73,-4.29,-5.72,-0.224,-0.826,-1.98
-0.885,-1.17,-0.578,-0.237,-0.988,-4.37,-6.13,-0.118,-0.799,-1.66
-0.841,-1.09,-0.108,0.0592,-0.695,-4.79,-6.54,-0.158,-0.868,-0.607
-0.605,-0.863,-0.155,-0.0482,-0.544,-3.4,-5.18,-0.0357,-0.0475,-0.172
-0.658,-0.809,-0.39,0.297,-0.746,-4,-5.42,-0.373,-0.466,-0.252
-0.892,-1.28,-0.15,-0.0768,-0.879,-4.88,-5.62,-0.471,-0.614,-0.572
-0.522,-1.12,-0.105,0.0676,-1.06,-5.35,-5.51,-0.32,-1.24,-0.694
-0.637,-1.18,-0.786,0.0268,-0.79,-4.49,-5.74,-0.0044,-0.608,-1
-0.551,-1.02,-0.498,0.0743,-0.631,-3.66,-5.53,-0.159,-0.674,-0.675
-0.679,-1.1,-0.698,0.119,-0.83,-4.68,-6.12,-0.798,-0.922,-0.835
-0.985,-1.08,-0.272,-0.376,-0.736,-3.54,-6.46,-0.173,-0.748,-0.323
-0.722,-0.787,-0.489,-0.0757,-0.596,-4.58,-5.14,-0.0154,-0.124,-0.612
-0.90954,-1.2942,-0.51427,0.00036023,-1.0247,-5.2397,-6.804,-0.045751,-0.76651,-0.8959
-0.7728,-1.103,-0.39913,0.004338,-0.87686,-4.486,-5.7784,-0.043369,-0.64054,-0.75988
-1.2123,-1.7222,-0.65167,-0.01077,-1.3674,-6.9647,-8.9714,-0.076977,-1.0111,-1.1412
-1.3131,-1.8613,-0.73141,-0.015622,-1.4803,-7.5097,-9.6677,-0.076942,-1.0842,-1.26
-0.97122,-1.3172,-0.65527,-0.068361,-1.0646,-5.4093,-7.0157,-0.16623,-0.91657,-1.0048
-0.80843,-1.1508,-0.42227,0.0025806,-0.91573,-4.6713,-6.0196,-0.049189,-0.70053,-0.75482
-1.0958,-1.5473,-0.62827,-0.0027435,-1.2377,-6.2771,-8.0733,-0.048306,-0.91805,-1.0678
-0.63358,-0.91211,-0.28294,0.0064136,-0.71614,-3.6833,-4.7816,-0.02536,-0.54223,-0.54733
-0.5317,-0.75176,-0.29678,-0.012987,-0.59382,-3.1013,-4.0371,-0.084355,-0.49724,-0.57302
-1.2938,-1.7651,-0.83266,-0.10757,-1.4186,-7.233,-9.3707,-0.25941,-1.195,-1.3226
-0.84547,-1.2106,-0.40301,0.0032369,-0.9615,-4.8766,-6.2926,-0.049227,-0.66267,-0.82802
-0.66256,-0.94698,-0.34161,0.0054677,-0.75547,-3.8538,-4.9662,-0.038906,-0.56512,-0.65507
-1.1094,-1.5143,-0.70728,-0.082824,-1.2128,-6.2014,-8.1071,-0.21758,-1.0469,-1.1645
-0.85357,-1.1682,-0.58125,-0.052438,-0.93571,-4.764,-6.2451,-0.14897,-0.83332,-0.91072
-0.66893,-0.95008,-0.39781,0.012713,-0.75596,-3.8945,-5.0163,0.0011593,-0.57597,-0.6437
-1.2055,-1.7234,-0.60638,-0.013,-1.3634,-6.9086,-8.9374,-0.092464,-0.99272,-1.1239
-0.89949,-1.2321,-0.61777,-0.053544,-0.98775,-5.0272,-6.5713,-0.16,-0.87558,-0.95814
-1.2465,-1.7178,-0.74667,-0.09925,-1.3699,-7.0376,-9.2067,-0.25688,-1.1706,-1.3264
-1.082,-1.4859,-0.67601,-0.073379,-1.1872,-6.0845,-7.972,-0.2029,-1.0353,-1.1524
-0.70427,-0.96426,-0.47181,-0.033415,-0.77232,-3.9329,-5.159,-0.11688,-0.68205,-0.76168
-0.953,-1.32,-0.563,0.158,-1.02,-5.35,-5.05,-0.16,-0.166,-0.975
-0.817,-1.31,-0.735,-0.0748,-0.91,-4.46,-5.12,-0.42,-0.908,-1.51
-0.927,-1.08,-0.901,-0.148,-1.04,-5.38,-5.71,-0.238,-1.42,-0.615
-1.01,-1.12,-0.349,-0.0355,-0.818,-4.07,-5.57,-0.423,-0.721,-1.12
-0.589,-1.12,-0.364,-0.318,-1.03,-4.44,-5.81,0.0304,-0.516,-1.28
-0.716,-1.16,-0.217,-0.105,-0.658,-3.84,-5,0.0769,-0.808,-1.37
-0.801,-1.03,-0.0884,0.157,-1.22,-4.4,-5.42,-0.0746,-1.01,-0.303
-1.05,-1.22,-0.639,0.0435,-1.36,-4.08,-5.97,-0.252,-1.02,-0.784
-0.44,-0.836,-0.464,0.225,-0.636,-4.1,-5.82,0.356,-0.825,-0.73
-0.813,-1.09,-0.593,0.167,-0.908,-4.53,-4.64,-0.0661,-1.1,-0.884
-1.01,-1.36,-1.08,-0.0757,-1,-5.04,-5.07,-0.209,-0.691,-1.14
-0.764,-1.17,0.103,-0.242,-0.972,-3.93,-7.49,-0.189,-0.272,-1.06
-0.625,-0.837,-0.621,-0.269,-0.538,-4.15,-4.81,0.298,-0.169,-0.227
-0.688,-1.19,-0.469,-0.205,-0.875,-4.23,-5.71,-0.111,-0.337,-0.569
-0.665,-0.933,0.00272,0.0751,-0.647,-4.97,-6.11,-0.431,-0.893,-0.62
